"rho1","rho2","rho3","loglik2.5","loglik50","loglik97.5","rho0_2.5","rho0_50","rho0_97.5","rho1_2.5","rho1_50","rho1_97.5","rho2_2.5","rho2_50","rho2_97.5","rho3_2.5","rho3_50","rho3_97.5","rhomax_2.5","rhomax_50","rhomax_97.5"
0.4,-0.5,0.05,NA,NA,NA,-0.161393089750111,0.0294200113559091,0.222239989676387,0.26191963163358,0.363515340341692,0.477466716839719,-0.966390110371283,-0.432575141644722,-0.0561290404769136,-0.0417653164669848,0.0785431793428475,0.19245881071285,1.29283326305014,1.5447621672087,1.85238468009682
0.4,0.5,0.05,NA,NA,NA,-0.167135245224425,0.0281401798470097,0.224213278533719,0.271929241570774,0.372703673242928,0.483642728728241,-0.0767278347787109,0.219875620951653,0.518481103469377,-0.0753621897750154,0.0348716124283277,0.140179034924051,1.43721648095288,1.72402885753131,2.07241822501918
0.5,0.5,0.05,NA,NA,NA,-0.186164878491795,0.00490039069906552,0.198906726686731,0.382905599693357,0.484690068343214,0.604902262913206,-0.157205295731177,0.292354120466559,0.772049069403694,-0.122164696986438,0.0613837200862356,0.269208380443035,1.25832875399309,1.49210623009722,1.77734673809895
0.2,-0.5,-0.05,NA,NA,NA,-0.172005883675548,0.0222842900675462,0.213564877283125,0.199140577130942,0.281268082082696,0.373048921334915,-0.343316784946495,-0.0192276148895381,0.282340861429712,-0.0915796166078512,0.00747281130218519,0.112131586758687,1.28472793126696,1.51092195014648,1.78670703807368
0.2,0,0.1,NA,NA,NA,-0.166185420176575,0.0241381338352878,0.216316098130098,0.0218751712040302,0.103272362146178,0.186927989842888,-0.106132512405031,0.143969921553708,0.411180058436023,0.00291807084029257,0.0840227019376202,0.17349947596595,1.25395949255018,1.47218905671859,1.7333352990779
0.2,0.5,0.05,NA,NA,NA,-0.174662625664749,0.019043207728633,0.216117646566574,0.0683412978516835,0.150952847950561,0.23719142344269,-0.220683215997534,0.138605303486036,0.509211210136315,-0.0431700123688168,0.0612635110792923,0.165158050545075,1.30157638160155,1.55020040619279,1.85782650537058
0.5,-0.5,0.05,NA,NA,NA,-0.187120068140372,0.0139798923561882,0.211606705199277,0.443947947512888,0.55691267682752,0.683202100239096,-0.619223192906262,-0.272452772130462,0.0324089396917884,-0.0171311248219256,0.127280547617592,0.26275727134722,1.26964858989814,1.48758896904462,1.77671049842313
0.5,0.5,0,NA,NA,NA,-0.147601625398278,0.0350194124063277,0.222279361629646,0.330293704408119,0.435009678240152,0.551307708489996,0.279087433137014,0.558195714856426,0.81371125890765,-0.0457476386497422,0.0709683292580674,0.179250953471073,1.40338290139565,1.65712119874385,1.93912639134761
0.5,0.25,0.05,NA,NA,NA,-0.195727852202793,-0.00265708933185935,0.186049661417675,0.38274437076347,0.476998179644972,0.582913602635565,-0.384541929595817,-0.0338523853904124,0.362059594811255,-0.279930581862897,-0.14634782405765,0.00784837526005773,1.39473279917236,1.63623713200855,1.92353535107163
0.2,0,0.05,NA,NA,NA,-0.17003086921848,0.026005859881442,0.220763024473199,0.117525051457349,0.204720150985692,0.300873154005137,-0.411838823697221,-0.0595849587660785,0.273206017705055,-0.0195011792569715,0.0989319718737822,0.213938943315265,1.45969447182255,1.72706905037287,2.04445268017442
0.4,0,0.05,NA,NA,NA,-0.179059387767198,0.0190972970134515,0.211833795530854,0.228509064644502,0.316128117298341,0.412203150039303,-0.229435715879252,0.0495035035327373,0.312676182331425,-0.0950895223981468,0.00396985445442994,0.100275436540296,1.30072833143557,1.53034848843389,1.80551326692838
0,0.5,0,NA,NA,NA,-0.169672710123141,0.0251713759042918,0.220774300859216,-0.0389006257642542,0.0456548923216858,0.128274215466961,-0.205549352149485,0.0763497131615275,0.351559393122045,-0.0477808451555885,0.0294417635284267,0.111381036531489,1.32134804249308,1.56484139593225,1.85783036555118
0,0,0.05,NA,NA,NA,-0.168091519415835,0.0250040209666317,0.221051146023553,-0.134044634276597,-0.0517110662623076,0.0273025001340947,-0.164703760751914,0.0584169222264388,0.293492397422891,-0.0183576850919767,0.0559830095343418,0.124530355881587,1.47773294155344,1.74059960983799,2.05847682240035
0.1,0,0.05,NA,NA,NA,-0.182959595799037,0.0243992130004392,0.220406841736624,-0.0101825264053241,0.0669584817657072,0.143401384523521,-0.262756552545975,0.079762458093479,0.424303264835812,-0.0967861636861528,0.00327894503391654,0.111794973775177,1.40529246706063,1.65069285691024,1.93585546178109
0,0,0,NA,NA,NA,-0.168535563589258,0.0222095895336756,0.215391748296518,-0.118721154443727,-0.0261431137333905,0.0666021222092879,-0.0906625704879533,0.292467154964481,0.581552733061899,-0.063828472729413,0.0155783453677999,0.107501780539886,1.45916822391236,1.76699431830527,2.14241424408763
0,-0.5,0.1,NA,NA,NA,-0.179602215683525,0.0162916692998167,0.215223518148501,-0.148846901153027,-0.0649133275682381,0.0148131061910205,-0.484169931228613,-0.2538186214829,-0.026945750643585,0.00724766918015054,0.0794575968774974,0.148801365474116,1.38912844184448,1.63123442915204,1.92874599247017
0.3,-0.25,0.05,NA,NA,NA,-0.156661372026356,0.0322080265462101,0.222020327690995,0.133285038301679,0.233196672503442,0.339899365421209,-0.32564274759785,0.112107376185931,0.508512050176892,-0.00954192663200793,0.121998897682047,0.258388046425062,1.55152073302448,1.8537590662374,2.23520381396156
0.4,-0.25,-0.05,NA,NA,NA,-0.146394219625281,0.0395602420038776,0.230038206170386,0.253152070202177,0.349573442854764,0.453135652174454,-0.509506504521163,-0.251211087341269,0.0339179257738049,-0.177775718583269,-0.0783344225296546,0.0277073914384473,1.3998080104405,1.65329442013129,1.95805327958689
0.4,0.25,0.05,NA,NA,NA,-0.163611124301501,0.0291174158273762,0.21960085301996,0.219803576330991,0.311975852474046,0.419137359301661,-0.228478227116752,0.138981167228903,0.433384027092147,-0.106576037362694,0.0145422135787503,0.115705211768736,1.27412431233602,1.50784024196136,1.80303727357876
0.3,0.5,0.05,NA,NA,NA,-0.174569740500432,0.0262788455251204,0.21927817883081,0.0829479051301659,0.168361031001532,0.264157943439589,-0.152163223169498,0.0273049619546734,0.24079561818899,-0.0573749403425426,-0.000496255619597477,0.0631131010687508,1.32237762821344,1.56910323964674,1.87910910133193
0.3,0.5,0,NA,NA,NA,-0.181065886807992,0.0241228602289483,0.224112785576789,0.166464498728157,0.258302318882331,0.358945840947562,0.0176438575893673,0.364017242683645,0.728617052675734,-0.266427244780192,-0.146235197979224,-0.0306894305074515,1.35760127917014,1.59813851549893,1.90872352295752
